ZONE T = "Air Zone",I=201,J=401,F=POINT
0.000000e+00 0.000000e+00 1.115337e-02 
1.500000e-04 0.000000e+00 -1.146669e-03 
3.000000e-04 0.000000e+00 -3.948354e-02 
4.500000e-04 0.000000e+00 -7.001245e-02 
6.000000e-04 0.000000e+00 -5.897938e-02 
7.500000e-04 0.000000e+00 2.861044e-03 
9.000000e-04 0.000000e+00 9.012256e-02 
1.050000e-03 0.000000e+00 1.524924e-01 
1.200000e-03 0.000000e+00 1.455497e-01 
1.350000e-03 0.000000e+00 5.904929e-02 
1.500000e-03 0.000000e+00 -7.256464e-02 
1.650000e-03 0.000000e+00 -1.840464e-01 
1.800000e-03 0.000000e+00 -2.128246e-01 
1.950000e-03 0.000000e+00 -1.371615e-01 
2.100000e-03 0.000000e+00 9.415716e-03 
2.250000e-03 0.000000e+00 1.549858e-01 
2.400000e-03 0.000000e+00 2.257723e-01 
2.550000e-03 0.000000e+00 1.852218e-01 
2.700000e-03 0.000000e+00 5.648921e-02 
2.850000e-03 0.000000e+00 -8.973629e-02 
3.000000e-03 0.000000e+00 -1.771750e-01 
3.150000e-03 0.000000e+00 -1.688245e-01 
3.300000e-03 0.000000e+00 -8.508121e-02 
3.450000e-03 0.000000e+00 1.602983e-02 
3.600000e-03 0.000000e+00 7.985484e-02 
3.750000e-03 0.000000e+00 8.594825e-02 
3.900000e-03 0.000000e+00 5.356037e-02 
4.050000e-03 0.000000e+00 2.015912e-02 
4.200000e-03 0.000000e+00 1.139798e-02 
4.350000e-03 0.000000e+00 2.403671e-02 
4.500000e-03 0.000000e+00 3.117911e-02 
4.650000e-03 0.000000e+00 8.210008e-03 
4.800000e-03 0.000000e+00 -4.529213e-02 
4.950000e-03 0.000000e+00 -1.009655e-01 
5.100000e-03 0.000000e+00 -1.198428e-01 
5.250000e-03 0.000000e+00 -8.138293e-02 
5.400000e-03 0.000000e+00 -7.506932e-04 
5.550000e-03 0.000000e+00 7.953137e-02 
5.700000e-03 0.000000e+00 1.174456e-01 
5.850000e-03 0.000000e+00 9.951179e-02 
6.000000e-03 0.000000e+00 4.984152e-02 
6.150000e-03 0.000000e+00 1.138976e-02 
6.300000e-03 0.000000e+00 9.083310e-03 
6.450000e-03 0.000000e+00 2.752058e-02 
6.600000e-03 0.000000e+00 2.162691e-02 
6.750000e-03 0.000000e+00 -4.281496e-02 
6.900000e-03 0.000000e+00 -1.532829e-01 
7.050000e-03 0.000000e+00 -2.456133e-01 
7.200000e-03 0.000000e+00 -2.396232e-01 
7.350000e-03 0.000000e+00 -9.521470e-02 
7.500000e-03 0.000000e+00 1.476811e-01 
7.650000e-03 0.000000e+00 3.768082e-01 
7.800000e-03 0.000000e+00 4.622968e-01 
7.950000e-03 0.000000e+00 3.314360e-01 
8.100000e-03 0.000000e+00 1.903588e-02 
8.250000e-03 0.000000e+00 -3.381432e-01 
8.400000e-03 0.000000e+00 -5.676938e-01 
8.550000e-03 0.000000e+00 -5.494514e-01 
8.700000e-03 0.000000e+00 -2.806911e-01 
8.850000e-03 0.000000e+00 1.211433e-01 
9.000000e-03 0.000000e+00 4.769380e-01 
9.150000e-03 0.000000e+00 6.348095e-01 
9.300000e-03 0.000000e+00 5.423200e-01 
9.450000e-03 0.000000e+00 2.598938e-01 
9.600000e-03 0.000000e+00 -8.042910e-02 
9.750000e-03 0.000000e+00 -3.446525e-01 
9.900000e-03 0.000000e+00 -4.578948e-01 
1.005000e-02 0.000000e+00 -4.215276e-01 
1.020000e-02 0.000000e+00 -2.899288e-01 
1.035000e-02 0.000000e+00 -1.311580e-01 
1.050000e-02 0.000000e+00 7.191367e-03 
1.065000e-02 0.000000e+00 1.085103e-01 
1.080000e-02 0.000000e+00 1.734230e-01 
1.095000e-02 0.000000e+00 2.028590e-01 
1.110000e-02 0.000000e+00 1.946084e-01 
1.125000e-02 0.000000e+00 1.496103e-01 
1.140000e-02 0.000000e+00 7.650162e-02 
1.155000e-02 0.000000e+00 -1.015989e-02 
1.170000e-02 0.000000e+00 -9.489909e-02 
1.185000e-02 0.000000e+00 -1.653293e-01 
1.200000e-02 0.000000e+00 -2.137710e-01 
1.215000e-02 0.000000e+00 -2.371380e-01 
1.230000e-02 0.000000e+00 -2.358563e-01 
1.245000e-02 0.000000e+00 -2.125982e-01 
1.260000e-02 0.000000e+00 -1.713056e-01 
1.275000e-02 0.000000e+00 -1.165468e-01 
1.290000e-02 0.000000e+00 -5.312551e-02 
1.305000e-02 0.000000e+00 1.412940e-02 
1.320000e-02 0.000000e+00 8.053882e-02 
1.335000e-02 0.000000e+00 1.417747e-01 
1.350000e-02 0.000000e+00 1.940859e-01 
1.365000e-02 0.000000e+00 2.345231e-01 
1.380000e-02 0.000000e+00 2.611395e-01 
1.395000e-02 0.000000e+00 2.731036e-01 
1.410000e-02 0.000000e+00 2.706713e-01 
1.425000e-02 0.000000e+00 2.550276e-01 
1.440000e-02 0.000000e+00 2.280258e-01 
1.455000e-02 0.000000e+00 1.918864e-01 
1.470000e-02 0.000000e+00 1.489519e-01 
1.485000e-02 0.000000e+00 1.015277e-01 
1.500000e-02 0.000000e+00 5.173420e-02 
1.515000e-02 0.000000e+00 1.354780e-03 
1.530000e-02 0.000000e+00 -4.817296e-02 
1.545000e-02 0.000000e+00 -9.561155e-02 
1.560000e-02 0.000000e+00 -1.398766e-01 
1.575000e-02 0.000000e+00 -1.800621e-01 
1.590000e-02 0.000000e+00 -2.152477e-01 
1.605000e-02 0.000000e+00 -2.443460e-01 
